image,true_class,predicted_class,confidence,iou,error_type
India_009151,D40,D40,0.291258,0.5148,TP
India_009151,D00,None,,,FN
India_009167,D00,D00,0.450704,0.8233,TP
India_009167,D20,None,,,FN
India_009167,D00,None,,,FN
India_009167,None,D20,0.373203,,FP
India_009167,None,D00,0.30111,,FP
India_009184,D20,D20,0.365753,0.65,TP
India_009225,D20,D20,0.535424,0.684,TP
India_009225,D40,None,,,FN
India_009225,D40,None,,,FN
India_009225,D40,None,,,FN
India_009225,D40,None,,,FN
India_009225,D40,None,,,FN
India_009225,None,D20,0.595865,,FP
India_009225,None,D40,0.425415,,FP
India_009260,D00,None,,,FN
India_009268,D40,None,,,FN
India_009268,D40,None,,,FN
India_009268,D40,None,,,FN
India_009268,D20,None,,,FN
India_009283,D20,D20,0.395148,0.6503,TP
India_009283,D00,None,,,FN
India_009311,D40,None,,,FN
India_009427,None,D40,0.369742,,FP
India_009428,D20,D20,0.664316,0.6377,TP
India_009428,D00,None,,,FN
India_009429,D20,D20,0.73297,0.628,TP
India_009445,D20,D20,0.316144,0.7468,TP
India_009451,D20,None,,,FN
India_009451,None,D20,0.270963,,FP
India_009649,D20,D20,0.435194,0.8687,TP
India_009719,D20,D20,0.423482,0.5449,TP
India_009723,D40,D40,0.322289,0.86,TP
India_009723,D20,None,,,FN
India_009723,None,D20,0.380498,,FP
India_009775,D20,D20,0.75505,0.7786,TP
India_009775,D00,None,,,FN
India_009782,D40,None,,,FN
India_009834,D00,D00,0.592986,0.8929,TP
Japan_000014,D00,None,,,FN
Japan_000044,D20,D20,0.717927,0.8855,TP
Japan_000044,None,D10,0.312556,,FP
Japan_000058,D20,D20,0.488834,0.7978,TP
Japan_000063,D00,D00,0.291588,0.632,TP
Japan_000063,None,D00,0.492805,,FP
Japan_000085,D40,D40,0.553443,0.8894,TP
Japan_000085,D20,D20,0.729058,0.7886,TP
Japan_000085,D20,D20,0.267591,0.6516,TP
Japan_000089,D20,None,,,FN
Japan_000089,D10,None,,,FN
Japan_000089,None,D20,0.294134,,FP
Japan_000098,D10,None,,,FN
Japan_000172,D40,D40,0.421097,0.7405,TP
Japan_000172,None,D40,0.353947,,FP
Japan_000172,None,D40,0.279813,,FP
Japan_000204,D20,D20,0.616732,0.758,TP
Japan_000233,D00,D00,0.575572,0.5183,TP
Japan_000233,D10,None,,,FN
Japan_000290,D10,D10,0.34643,0.8564,TP
Japan_000290,D40,D40,0.470516,0.773,TP
Japan_000290,D10,D10,0.507004,0.5666,TP
Japan_000290,D20,None,,,FN
Japan_000290,D40,None,,,FN
Japan_000290,D10,None,,,FN
Japan_000290,D10,None,,,FN
Japan_000362,D00,D00,0.563383,0.939,TP
Japan_000362,D40,D40,0.713527,0.7649,TP
Japan_000364,D40,D40,0.409733,0.8093,TP
Japan_000364,D20,D20,0.354619,0.616,TP
Japan_000374,D00,D00,0.450709,0.584,TP
Japan_000380,D20,None,,,FN
Japan_000380,D20,None,,,FN
Japan_000380,None,D20,0.409342,,FP
Japan_000385,D20,D20,0.672561,0.8007,TP
Japan_000385,D20,D20,0.789063,0.7509,TP
Japan_000385,D00,None,,,FN
Japan_000412,D00,D00,0.575122,0.7969,TP
Japan_000412,D10,None,,,FN
Japan_000435,D20,D20,0.494974,0.7387,TP
Japan_000437,D10,D10,0.300673,0.5309,TP
Japan_000437,D00,None,,,FN
Japan_000437,D00,None,,,FN
Japan_000439,D10,None,,,FN
Japan_000439,D00,None,,,FN
Japan_000439,D10,None,,,FN
Japan_000439,D10,None,,,FN
Japan_000439,D10,None,,,FN
Japan_000439,D10,None,,,FN
Japan_000439,None,D00,0.326196,,FP
Japan_000465,D20,D20,0.72929,0.833,TP
Japan_000465,D20,D20,0.697627,0.652,TP
Japan_000486,D20,D20,0.616529,0.7363,TP
Japan_000486,D20,None,,,FN
Japan_000506,D20,D20,0.66998,0.7185,TP
Japan_000515,D00,None,,,FN
Japan_000547,D00,D00,0.376192,0.8678,TP
Japan_000558,D40,D40,0.508928,0.7876,TP
Japan_000558,D40,None,,,FN
Japan_000599,D20,D20,0.447832,0.8378,TP
Japan_000599,D20,D20,0.50901,0.8082,TP
Japan_000603,D40,D40,0.456597,0.6481,TP
Japan_000603,D20,D20,0.269826,0.5841,TP
Japan_000603,D20,None,,,FN
Japan_000603,None,D20,0.402055,,FP
Japan_000651,D10,D10,0.409294,0.7626,TP
Japan_000658,D10,D10,0.523045,0.6465,TP
Japan_000658,D10,D10,0.60174,0.5656,TP
Japan_000664,D20,None,,,FN
Japan_000671,D10,None,,,FN
Japan_000693,D10,D10,0.465922,0.7724,TP
Japan_000693,D20,None,,,FN
Japan_000693,D00,None,,,FN
Japan_000693,D20,None,,,FN
Japan_000693,D10,None,,,FN
Japan_000693,None,D20,0.553557,,FP
Japan_000693,None,D10,0.350056,,FP
Japan_000693,None,D10,0.297403,,FP
Japan_000710,D10,None,,,FN
Japan_000710,D10,None,,,FN
Japan_000710,D00,None,,,FN
Japan_000710,D00,None,,,FN
Japan_000710,None,D10,0.547964,,FP
Japan_000710,None,D00,0.3402,,FP
Japan_000771,D20,D20,0.628851,0.7808,TP
Japan_000771,D20,None,,,FN
Japan_000771,None,D00,0.429376,,FP
Japan_000776,D00,D20,0.382607,0.6931,Misclassification
Japan_000777,D00,None,,,FN
Japan_000799,D00,None,,,FN
Japan_000799,D00,None,,,FN
Japan_000799,None,D20,0.272761,,FP
Japan_000821,D00,None,,,FN
Japan_000821,None,D20,0.347763,,FP
Japan_000875,D20,None,,,FN
Japan_000875,None,D40,0.534322,,FP
Japan_000898,D20,D20,0.558245,0.6803,TP
Japan_000918,D10,D10,0.433044,0.8334,TP
Japan_000918,D10,D10,0.285568,0.6696,TP
Japan_000918,D10,None,,,FN
Japan_000920,D20,D20,0.315089,0.593,TP
Japan_000920,D20,D20,0.300216,0.5689,TP
Japan_000920,D00,None,,,FN
Japan_000920,D00,None,,,FN
Japan_000920,None,D10,0.421517,,FP
Japan_000920,None,D00,0.309088,,FP
Japan_001053,D20,D20,0.301884,0.9624,TP
Japan_001053,D20,D20,0.421411,0.7572,TP
Japan_001053,D10,D10,0.361261,0.5215,TP
Japan_001053,None,D20,0.335539,,FP
Japan_001085,D10,D10,0.272498,0.5995,TP
Japan_001085,D20,D20,0.353091,0.553,TP
Japan_001085,D10,None,,,FN
Japan_001096,D10,D10,0.358406,0.919,TP
Japan_001096,D20,D20,0.314241,0.8547,TP
Japan_001096,D20,None,,,FN
Japan_001096,None,D20,0.424525,,FP
Japan_001096,None,D10,0.358398,,FP
Japan_001098,D40,D40,0.607193,0.897,TP
Japan_001098,D20,D20,0.64041,0.7066,TP
Japan_001103,D20,D20,0.569986,0.6529,TP
Japan_001103,D20,None,,,FN
Japan_001103,D20,None,,,FN
Japan_001103,D10,None,,,FN
Japan_001103,None,D10,0.566173,,FP
Japan_001103,None,D20,0.521468,,FP
Japan_001111,D20,D20,0.692026,0.7259,TP
Japan_001111,D20,D20,0.282393,0.6505,TP
Japan_001111,D20,None,,,FN
Japan_001111,D00,None,,,FN
Japan_001122,D20,D20,0.732079,0.9609,TP
Japan_001144,D00,None,,,FN
Japan_001154,D40,None,,,FN
Japan_001154,D20,None,,,FN
Japan_001154,D10,None,,,FN
Japan_001157,D00,D00,0.358044,0.7801,TP
Japan_001157,D10,D10,0.337585,0.6397,TP
Japan_001157,D10,D10,0.295501,0.6293,TP
Japan_001157,D10,None,,,FN
Japan_001157,D10,None,,,FN
Japan_001157,D20,None,,,FN
Japan_001157,None,D00,0.453883,,FP
Japan_001157,None,D10,0.293233,,FP
Japan_001214,D20,D20,0.671999,0.6272,TP
Japan_001214,None,D40,0.316521,,FP
Japan_001230,D00,D00,0.273409,0.6707,TP
Japan_001245,D00,None,,,FN
Japan_001269,D20,D20,0.802524,0.9222,TP
Japan_001269,D10,None,,,FN
Japan_001273,D40,D40,0.299685,0.7203,TP
Japan_001310,D20,None,,,FN
Japan_001310,D10,None,,,FN
Japan_001310,None,D00,0.450723,,FP
Japan_001310,None,D10,0.322769,,FP
Japan_001327,D20,D20,0.776725,0.9193,TP
Japan_001327,D40,None,,,FN
Japan_001339,D00,None,,,FN
Japan_001346,D20,D20,0.353064,0.9155,TP
Japan_001346,D20,D20,0.465266,0.7352,TP
Japan_001360,D20,None,,,FN
Japan_001360,D00,None,,,FN
Japan_001360,None,D20,0.313604,,FP
Japan_001407,D00,D20,0.578363,0.7858,Misclassification
Japan_001407,D00,D00,0.351701,0.6701,TP
Japan_001407,D00,None,,,FN
Japan_001434,D20,None,,,FN
Japan_001456,D20,D20,0.481986,0.6822,TP
Japan_001471,D20,D20,0.693018,0.734,TP
Japan_001471,D40,None,,,FN
Japan_001471,D20,None,,,FN
Japan_001471,D20,None,,,FN
Japan_001471,None,D40,0.637692,,FP
Japan_001489,D40,None,,,FN
Japan_001492,D20,D20,0.303963,0.5538,TP
Japan_001496,D20,D20,0.843207,0.9019,TP
Japan_001496,None,D10,0.260205,,FP
Japan_001502,D40,None,,,FN
Japan_001513,D10,None,,,FN
Japan_001513,D10,None,,,FN
Japan_001532,D00,D00,0.424807,0.5784,TP
Japan_001532,D00,None,,,FN
Japan_001580,D20,None,,,FN
Japan_001580,D20,None,,,FN
Japan_001580,D20,None,,,FN
Japan_001580,None,D20,0.532935,,FP
Japan_001589,D20,D20,0.46619,0.9038,TP
Japan_001589,D20,D20,0.567509,0.8792,TP
Japan_001589,D10,D10,0.445537,0.6916,TP
Japan_001589,D40,None,,,FN
Japan_001589,D20,None,,,FN
Japan_001589,None,D40,0.522236,,FP
Japan_001589,None,D20,0.315449,,FP
Japan_001627,D20,D20,0.782496,0.7363,TP
Japan_001629,D10,D10,0.338164,0.8791,TP
Japan_001629,D00,D00,0.436576,0.8134,TP
Japan_001637,D20,D20,0.398614,0.7278,TP
Japan_001637,D40,None,,,FN
Japan_001637,D40,None,,,FN
Japan_001637,D10,None,,,FN
Japan_001637,None,D20,0.696513,,FP
Japan_001642,D10,D10,0.323229,0.7032,TP
Japan_001642,D20,None,,,FN
Japan_001642,None,D10,0.289226,,FP
Japan_001663,D20,D20,0.777601,0.9406,TP
Japan_001694,D20,D20,0.459486,0.7598,TP
Japan_001694,None,D10,0.334294,,FP
Japan_001724,D40,D40,0.704525,0.928,TP
Japan_001724,D40,D40,0.651626,0.916,TP
Japan_001724,D40,D40,0.710896,0.7338,TP
Japan_001724,D40,D40,0.4059,0.5078,TP
Japan_001724,D40,None,,,FN
Japan_001757,D00,D00,0.578918,0.6708,TP
Japan_001757,D00,D00,0.640752,0.5776,TP
Japan_001784,D20,D20,0.823151,0.887,TP
Japan_001784,D20,D20,0.519953,0.7926,TP
Japan_001806,D10,D10,0.423131,0.8089,TP
Japan_001806,D10,None,,,FN
Japan_001806,None,D10,0.368438,,FP
Japan_001818,D10,D10,0.303167,0.8062,TP
Japan_001822,D00,None,,,FN
Japan_001823,D00,D00,0.678592,0.7674,TP
Japan_001839,D20,D20,0.768826,0.8876,TP
Japan_001839,D10,D10,0.53725,0.6618,TP
Japan_001858,D10,D10,0.441718,0.6396,TP
Japan_001858,D20,D20,0.302386,0.5751,TP
Japan_001858,None,D20,0.345606,,FP
Japan_001859,D40,D40,0.615762,0.9433,TP
Japan_001859,D40,D40,0.680914,0.9347,TP
Japan_001859,D40,D40,0.475039,0.6805,TP
Japan_001886,D00,D00,0.380615,0.5544,TP
Japan_001892,D20,D20,0.735775,0.8501,TP
Japan_001947,D10,D10,0.536997,0.743,TP
Japan_001947,D10,D20,0.440981,0.514,Misclassification
Japan_001947,D10,None,,,FN
Japan_001947,D20,None,,,FN
Japan_001964,D00,None,,,FN
Japan_001972,D40,D20,0.295555,0.8922,Misclassification
Japan_001972,D20,D20,0.720509,0.855,TP
Japan_001972,D20,None,,,FN
Japan_001972,D40,None,,,FN
Japan_001975,D20,None,,,FN
Japan_001975,None,D00,0.260201,,FP
Japan_001995,D20,D20,0.653373,0.8768,TP
Japan_001995,D20,D20,0.786391,0.6664,TP
Japan_001996,D00,None,,,FN
Japan_001996,None,D00,0.492072,,FP
Japan_002001,D20,None,,,FN
Japan_002001,None,D20,0.403255,,FP
Japan_002053,D40,None,,,FN
Japan_002059,D00,D00,0.283744,0.6783,TP
Japan_002059,D00,D00,0.756621,0.6757,TP
Japan_002059,D00,None,,,FN
Japan_002066,D10,D10,0.399239,0.74,TP
Japan_002066,D10,D10,0.338346,0.7073,TP
Japan_002066,D10,None,,,FN
Japan_002066,None,D00,0.556677,,FP
Japan_002066,None,D10,0.417839,,FP
Japan_002084,D20,D20,0.545623,0.9221,TP
Japan_002084,D10,D10,0.307213,0.8835,TP
Japan_002084,None,D20,0.277705,,FP
Japan_002088,D40,None,,,FN
Japan_002115,D20,D20,0.419996,0.6748,TP
Japan_002115,None,D20,0.489021,,FP
Japan_002125,D20,D20,0.538213,0.5911,TP
Japan_002125,D20,None,,,FN
Japan_002125,None,D20,0.410903,,FP
Japan_002198,D00,D00,0.609293,0.7322,TP
Japan_002198,D00,None,,,FN
Japan_002201,D00,None,,,FN
Japan_002213,D20,D20,0.659785,0.7758,TP
Japan_002213,D20,None,,,FN
Japan_002213,None,D10,0.299859,,FP
Japan_002213,None,D20,0.266694,,FP
Japan_002218,D00,None,,,FN
Japan_002219,D20,None,,,FN
Japan_002219,D10,None,,,FN
Japan_002219,D10,None,,,FN
Japan_002219,D10,None,,,FN
Japan_002219,None,D00,0.271335,,FP
Japan_002222,D40,D40,0.279727,0.7376,TP
Japan_002222,D40,None,,,FN
Japan_002222,D40,None,,,FN
Japan_002222,None,D40,0.318318,,FP
Japan_002224,D00,D00,0.426975,0.8332,TP
Japan_002224,D00,None,,,FN
Japan_002224,D10,None,,,FN
Japan_002280,D40,None,,,FN
Japan_002280,D10,None,,,FN
Japan_002280,D10,None,,,FN
Japan_002284,D00,None,,,FN
Japan_002284,D20,None,,,FN
Japan_002284,D10,None,,,FN
Japan_002284,D10,None,,,FN
Japan_002284,D10,None,,,FN
Japan_002319,D40,D40,0.724243,0.8578,TP
Japan_002319,D40,D40,0.633299,0.7581,TP
Japan_002319,D40,D40,0.415232,0.712,TP
Japan_002319,D40,D40,0.634642,0.6897,TP
Japan_002319,D40,None,,,FN
Japan_002319,D20,None,,,FN
Japan_002329,D10,D10,0.273875,0.7826,TP
Japan_002329,D20,None,,,FN
Japan_002329,D00,None,,,FN
Japan_002329,D00,None,,,FN
Japan_002329,D10,None,,,FN
Japan_002338,D20,None,,,FN
Japan_002338,None,D20,0.527318,,FP
Japan_002339,D40,D40,0.756657,0.9129,TP
Japan_002349,D20,D00,0.416641,0.9311,Misclassification
Japan_002357,D40,None,,,FN
Japan_002357,D00,None,,,FN
Japan_002357,D20,None,,,FN
Japan_002363,D20,None,,,FN
Japan_002404,D00,D00,0.50597,0.5867,TP
Japan_002404,D00,None,,,FN
Japan_002423,D20,D20,0.796121,0.7987,TP
Japan_002425,D10,D10,0.420041,0.9018,TP
Japan_002425,D00,None,,,FN
Japan_002425,None,D00,0.260914,,FP
Japan_002438,D40,D20,0.661114,0.8479,Misclassification
Japan_002438,D20,None,,,FN
Japan_002438,D40,None,,,FN
Japan_002440,D10,D10,0.438865,0.9073,TP
Japan_002440,D00,D00,0.418123,0.6735,TP
Japan_002440,D00,D00,0.284644,0.5929,TP
Japan_002440,D10,None,,,FN
Japan_002440,D10,None,,,FN
Japan_002446,D40,D40,0.319127,0.6735,TP
Japan_002446,D40,D40,0.345355,0.6547,TP
Japan_002446,D40,None,,,FN
Japan_002493,D00,D00,0.376247,0.6124,TP
Japan_002493,D00,None,,,FN
Japan_002493,D00,None,,,FN
Japan_002504,D00,D20,0.575038,0.8022,Misclassification
Japan_002504,D10,D10,0.388373,0.7673,TP
Japan_002504,None,D10,0.267374,,FP
Japan_002517,D10,D10,0.272254,0.7923,TP
Japan_002517,D00,None,,,FN
Japan_002528,D00,D00,0.346575,0.7929,TP
Japan_002528,D00,None,,,FN
Japan_002545,D00,None,,,FN
Japan_002547,D20,D20,0.792235,0.8128,TP
Japan_002547,D20,D20,0.765311,0.8019,TP
Japan_002578,D20,D20,0.719873,0.9133,TP
Japan_002578,D10,D10,0.368596,0.7197,TP
Japan_002578,D10,D10,0.569241,0.7009,TP
Japan_002585,D20,D20,0.692485,0.71,TP
Japan_002642,D20,D20,0.473965,0.8937,TP
Japan_002649,D10,None,,,FN
Japan_002671,D20,None,,,FN
Japan_002671,D00,None,,,FN
Japan_002672,D20,D20,0.696344,0.7812,TP
Japan_002675,D20,D20,0.563493,0.7796,TP
Japan_002675,D20,None,,,FN
Japan_002707,D00,D00,0.415408,0.7411,TP
Japan_002713,D20,D20,0.792615,0.9294,TP
Japan_002716,D00,None,,,FN
Japan_002732,D00,D00,0.454756,0.7727,TP
Japan_002732,D00,D00,0.408061,0.7463,TP
Japan_002732,D00,None,,,FN
Japan_002732,None,D20,0.538475,,FP
Japan_002740,D20,None,,,FN
Japan_002740,D00,None,,,FN
Japan_002740,D00,None,,,FN
Japan_002740,None,D10,0.341029,,FP
Japan_002740,None,D20,0.305576,,FP
Japan_002785,D40,None,,,FN
Japan_002785,D40,None,,,FN
Japan_002795,D00,D00,0.586448,0.7608,TP
Japan_002795,D40,D40,0.357414,0.5793,TP
Japan_002795,D00,None,,,FN
Japan_002795,D10,None,,,FN
Japan_002821,D00,D00,0.309373,0.6647,TP
Japan_002821,D10,None,,,FN
Japan_002842,D00,None,,,FN
Japan_002842,None,D10,0.428675,,FP
Japan_002876,D00,D00,0.347193,0.7832,TP
Japan_002876,D00,D00,0.688823,0.7314,TP
Japan_002876,None,D00,0.475248,,FP
Japan_002876,None,D00,0.4735,,FP
Japan_002894,None,D10,0.496892,,FP
Japan_002894,None,D10,0.397735,,FP
Japan_002908,D00,D00,0.73914,0.7442,TP
Japan_002916,D20,D20,0.54877,0.6204,TP
Japan_002947,D00,None,,,FN
Japan_002947,D10,None,,,FN
Japan_002963,D20,D20,0.76983,0.8473,TP
Japan_002988,D40,D40,0.345379,0.5846,TP
Japan_002988,D40,D40,0.577601,0.5648,TP
Japan_003046,D20,D20,0.362491,0.8063,TP
Japan_003046,D40,D40,0.704936,0.7578,TP
Japan_003046,D20,None,,,FN
Japan_003054,D00,D00,0.378543,0.8213,TP
Japan_003054,D00,D00,0.533714,0.6431,TP
Japan_003054,D00,None,,,FN
Japan_003057,D10,D10,0.374664,0.7042,TP
Japan_003057,D20,D00,0.482268,0.6035,Misclassification
Japan_003057,D10,None,,,FN
Japan_003057,None,D10,0.37112,,FP
Japan_003060,D20,None,,,FN
Japan_003060,D20,None,,,FN
Japan_003060,D00,None,,,FN
Japan_003060,None,D20,0.732635,,FP
Japan_003060,None,D40,0.337082,,FP
Japan_003063,D20,D20,0.530232,0.5502,TP
Japan_003063,D20,None,,,FN
Japan_003073,D20,None,,,FN
Japan_003115,D40,D40,0.286213,0.6501,TP
Japan_003115,None,D40,0.387224,,FP
Japan_003115,None,D40,0.327244,,FP
Japan_003119,D00,D00,0.553168,0.8377,TP
Japan_003124,D10,D10,0.494107,0.5361,TP
Japan_003124,D40,None,,,FN
Japan_003124,None,D10,0.281543,,FP
Japan_003124,None,D10,0.276053,,FP
Japan_003151,D20,D20,0.705728,0.7152,TP
Japan_003165,D00,D00,0.603674,0.8009,TP
Japan_003165,D00,None,,,FN
Japan_003169,D40,D40,0.683916,0.8301,TP
Japan_003172,D20,D20,0.472061,0.751,TP
Japan_003172,D20,None,,,FN
Japan_003172,None,D20,0.307886,,FP
Japan_003235,D20,D20,0.603403,0.7767,TP
Japan_003235,D00,D00,0.264712,0.7763,TP
Japan_003265,D00,None,,,FN
Japan_003272,D20,D20,0.489516,0.9043,TP
Japan_003272,D10,None,,,FN
Japan_003272,None,D20,0.359786,,FP
Japan_003281,D20,D20,0.768905,0.9258,TP
Japan_003281,D20,D20,0.670434,0.6523,TP
Japan_003281,D20,None,,,FN
Japan_003296,D20,D20,0.679535,0.8174,TP
Japan_003296,D20,D20,0.382615,0.6737,TP
Japan_003296,None,D20,0.383811,,FP
Japan_003296,None,D20,0.28068,,FP
Japan_003303,D40,D40,0.613759,0.886,TP
Japan_003303,D00,None,,,FN
Japan_003315,D20,None,,,FN
Japan_003315,D00,None,,,FN
Japan_003315,D00,None,,,FN
Japan_003315,None,D20,0.461871,,FP
Japan_003331,D20,D20,0.262693,0.5881,TP
Japan_003428,D20,None,,,FN
Japan_003480,D10,None,,,FN
Japan_003482,D20,None,,,FN
Japan_003482,D20,None,,,FN
Japan_003489,D20,D20,0.59105,0.8105,TP
Japan_003489,D20,D20,0.565368,0.7279,TP
Japan_003513,D40,D40,0.539088,0.6776,TP
Japan_003513,D40,None,,,FN
Japan_003513,D20,None,,,FN
Japan_003513,None,D20,0.316662,,FP
Japan_003521,D10,D10,0.491606,0.7818,TP
Japan_003521,D10,D10,0.386631,0.7664,TP
Japan_003521,D10,D10,0.604496,0.7038,TP
Japan_003521,D10,D10,0.374995,0.6925,TP
Japan_003521,D10,None,,,FN
Japan_003542,D00,D00,0.520746,0.8071,TP
Japan_003552,D20,D20,0.697807,0.802,TP
Japan_003552,D20,D20,0.569207,0.5583,TP
Japan_003552,D20,None,,,FN
Japan_003606,D20,D20,0.823055,0.8462,TP
Japan_003621,D10,D10,0.56571,0.839,TP
Japan_003621,D20,D20,0.370406,0.6507,TP
Japan_003621,D10,None,,,FN
Japan_003621,None,D20,0.269192,,FP
Japan_003649,D40,D40,0.564928,0.8631,TP
Japan_003649,D40,None,,,FN
Japan_003649,D40,None,,,FN
Japan_003655,D10,None,,,FN
Japan_003655,D10,None,,,FN
Japan_003665,D40,D40,0.477946,0.8254,TP
Japan_003673,None,D00,0.551383,,FP
Japan_003676,D10,None,,,FN
Japan_003684,D20,D20,0.797322,0.8143,TP
Japan_003684,D40,D40,0.504899,0.5169,TP
Japan_003722,D10,None,,,FN
Japan_003722,D00,None,,,FN
Japan_003722,D00,None,,,FN
Japan_003722,None,D10,0.298757,,FP
Japan_003731,D10,D10,0.558151,0.7197,TP
Japan_003733,D00,None,,,FN
Japan_003738,D20,D20,0.702203,0.822,TP
Japan_003738,D10,D10,0.413944,0.7342,TP
Japan_003738,None,D10,0.372311,,FP
Japan_003741,D10,D10,0.51037,0.6224,TP
Japan_003741,D20,D00,0.413909,0.5431,Misclassification
Japan_003741,D10,None,,,FN
Japan_003741,D10,None,,,FN
Japan_003741,None,D10,0.360813,,FP
Japan_003748,D20,None,,,FN
Japan_003748,None,D00,0.498574,,FP
Japan_003758,D40,D40,0.606066,0.8202,TP
Japan_003758,D40,None,,,FN
Japan_003758,D20,None,,,FN
Japan_003758,D20,None,,,FN
Japan_003758,D10,None,,,FN
Japan_003769,D20,D20,0.829077,0.9388,TP
Japan_003769,D20,D20,0.584421,0.6363,TP
Japan_003782,D00,D00,0.310967,0.8175,TP
Japan_003782,D00,None,,,FN
Japan_003794,D20,D20,0.688101,0.8527,TP
Japan_003794,D10,D10,0.416079,0.72,TP
Japan_003794,D10,None,,,FN
Japan_003794,D10,None,,,FN
Japan_003794,D10,None,,,FN
Japan_003794,None,D10,0.46649,,FP
Japan_003844,D20,D20,0.615694,0.753,TP
Japan_003844,D20,None,,,FN
Japan_003844,D20,None,,,FN
Japan_003844,D40,None,,,FN
Japan_003858,D20,D20,0.639637,0.8802,TP
Japan_003858,D40,D40,0.52479,0.5392,TP
Japan_003861,D10,D10,0.532999,0.7694,TP
Japan_003861,D20,None,,,FN
Japan_003861,D10,None,,,FN
Japan_003861,None,D20,0.68806,,FP
Japan_003861,None,D20,0.677102,,FP
Japan_003864,D00,D00,0.323831,0.7507,TP
Japan_003864,D00,D00,0.279855,0.7296,TP
Japan_003864,D10,D10,0.444941,0.6221,TP
Japan_003864,D00,None,,,FN
Japan_003864,D00,None,,,FN
Japan_003864,None,D10,0.301579,,FP
Japan_003878,D40,None,,,FN
Japan_003878,D40,None,,,FN
Japan_003878,D20,None,,,FN
Japan_003884,D20,D20,0.526286,0.8916,TP
Japan_003886,D00,None,,,FN
Japan_003886,None,D10,0.26869,,FP
